raw_north,raw_south,raw_east,raw_west,sat_north,sat_south,sat_east,sat_west,sat_avg,asymmetry,forecast_24h_mm,IDF_24h_2yr_mm,base_soil_risk,storm_factor,site_sensitivity_factor,risk_score_internal,risk_score,category
0.4,0.38,0.41,0.39,0.6043956043956047,0.49450549450549464,0.6593406593406593,0.5494505494505496,0.5769230769230771,"{'value': 0.1648351648351647, 'max_sat': 0.6593406593406593, 'wettest_side': 'east'}",2.1,60.91,32.98076923076924,0.0,0.7692307692307709,32.98076923076924,32.98076923076924,Moderate
